image_name,crack_1,crack_2,crack_3,Latitude,Longitude,Date,Crack or not
01338.JPG,lat,long,long,-37.8355386616944,144.9224762359720,2017/2/18,
01339.JPG,diag,none,none,-37.8335457141111,144.9328228975000,2017/2/18,
01340.JPG,none,none,none,-37.8344253751111,144.9282024973880,2017/2/18,
01341.JPG,none,none,none,-37.8337339063333,144.9317219234160,2017/2/18,
01342.JPG,long,none,none,-37.8341994241666,144.9293085615270,2017/2/18,
01343.JPG,none,none,none,-37.8327675553055,144.9366668555000,2017/2/18,
01344.JPG,none,none,none,-37.8325570169166,144.9377692473050,2017/2/18,
01345.JPG,none,long,none,-37.8318094108611,144.9416189269440,2017/2/18,
01346.JPG,none,none,none,-37.8320242791666,144.9405180734720,2017/2/18,
01347.JPG,none,none,none,-37.8362675480555,144.9187282104160,2017/2/18,
01348.JPG,none,none,none,-37.8360541545277,144.9198291770000,2017/2/18,
01349.JPG,none,none,none,-37.8363955753333,144.9180685855550,2017/2/18,
01350.JPG,none,none,none,-37.8366098183333,144.9169645384440,2017/2/18,
01351.JPG,none,none,none,-37.8332348994444,144.9342504132770,2017/2/18,
01352.JPG,none,none,none,-37.8330235021666,144.9353473858050,2017/2/18,
01353.JPG,long,long,lat,-37.8355167171666,144.9225866006660,2017/2/18,
01354.JPG,lat,long,lat,-37.8357316629166,144.9214837532770,2017/2/18,
01355.JPG,none,none,none,-37.8341762275277,144.9294196590000,2017/2/18,
01356.JPG,none,none,none,-37.8337153393611,144.9318305504440,2017/2/18,
01357.JPG,none,none,none,-37.8344039678888,144.9283124920830,2017/2/18,
01358.JPG,none,none,none,-37.8335250869722,144.9329327033050,2017/2/18,
01359.JPG,none,none,none,-37.8325785148611,144.9376590491380,2017/2/18,
01360.JPG,none,none,none,-37.8327895083611,144.9365572296940,2017/2/18,
01361.JPG,none,none,none,-37.8330443058611,144.9352369892770,2017/2/18,
01362.JPG,none,none,none,-37.8332579158888,144.9341412799160,2017/2/18,
01363.JPG,none,long,long,-37.8365877729166,144.9170750904160,2017/2/18,
01364.JPG,none,none,none,-37.8363743239166,144.9181792045270,2017/2/18,
01365.JPG,none,none,none,-37.8320033929444,144.9406279033610,2017/2/18,
01366.JPG,none,none,none,-37.8317876336111,144.9417292017500,2017/2/18,
01367.JPG,none,none,none,-37.8360326353611,144.9199394924720,2017/2/18,
01368.JPG,none,none,none,-37.8362469555833,144.9188381739440,2017/2/18,
01369.JPG,none,none,none,-37.8345907064722,144.9273269295270,2017/2/18,
01370.JPG,none,none,none,-37.8333666355000,144.9337073562770,2017/2/18,
01371.JPG,none,none,none,-37.8343820518055,144.9284225353610,2017/2/18,
01372.JPG,none,none,none,-37.8335846185833,144.9326023587500,2017/2/18,
01373.JPG,none,none,none,-37.8368493556666,144.9157521334720,2017/2/18,
01374.JPG,none,none,none,-37.8321104960000,144.9400782663610,2017/2/18,
01375.JPG,none,none,none,-37.8323250133611,144.9389761586380,2017/2/18,
01376.JPG,none,none,none,-37.8313218770555,144.9442755704160,2017/2/18,
01377.JPG,none,none,none,-37.8315086236666,144.9431649036110,2017/2/18,
01378.JPG,none,long,none,-37.8347464023888,144.9265501553330,2017/2/18,
01379.JPG,long,none,none,-37.8349610400277,144.9254477448050,2017/2/18,
01380.JPG,none,none,none,-37.8316371906388,144.9425008889440,2017/2/18,
01381.JPG,none,long,croc,-37.8318520752222,144.9413984185270,2017/2/18,
01382.JPG,none,none,none,-37.8338480953888,144.9310723821110,2017/2/18,
01383.JPG,none,none,none,-37.8340598079444,144.9299754001110,2017/2/18,
01384.JPG,lat,none,none,-37.8351289561944,144.9245697433880,2017/2/18,
01385.JPG,none,long,long,-37.8353402681944,144.9234701532220,2017/2/18,
01386.JPG,none,none,none,-37.8344465056666,144.9280925741110,2017/2/18,
01387.JPG,none,none,none,-37.8342233223333,144.9291970368880,2017/2/18,
01388.JPG,long,none,long,-37.8356888703611,144.9217043675830,2017/2/18,
01389.JPG,none,none,none,-37.8322170708888,144.9395284795550,2017/2/18,
01390.JPG,none,lat,long,-37.8354723727222,144.9228074685000,2017/2/18,
01391.JPG,none,none,none,-37.8324314888055,144.9384272827770,2017/2/18,
01392.JPG,none,none,none,-37.8363309362222,144.9183989815000,2017/2/18,
01393.JPG,long,long,long,-37.8365439592500,144.9172956510000,2017/2/18,
01394.JPG,none,none,none,-37.8332126605277,144.9343601011660,2017/2/18,
01395.JPG,none,none,none,-37.8330026325000,144.9354579718880,2017/2/18,
01396.JPG,none,none,none,-37.8362056459722,144.9190581511380,2017/2/18,
01397.JPG,none,none,none,-37.8359896718611,144.9201601782770,2017/2/18,
01398.JPG,none,none,none,-37.8328327061944,144.9363386268880,2017/2/18,
01399.JPG,none,none,lat,-37.8326208016666,144.9374385509160,2017/2/18,
01400.JPG,none,none,none,-37.8315523495555,144.9429434380000,2017/2/18,
01401.JPG,none,none,none,-37.8313574587777,144.9440549896110,2017/2/18,
01402.JPG,long,none,none,-37.8356676341666,144.9218146515270,2017/2/18,
01403.JPG,none,none,none,-37.8322821373611,144.9391963684440,2017/2/18,
01404.JPG,long,long,long,-37.8358811585277,144.9207120404160,2017/2/18,
01405.JPG,none,none,none,-37.8320669286111,144.9402980188610,2017/2/18,
01406.JPG,none,none,none,-37.8368912632500,144.9155332329440,2017/2/18,
01407.JPG,none,none,none,-37.8336218297500,144.9323812918880,2017/2/18,
01408.JPG,none,none,none,-37.8334149153611,144.9334865723610,2017/2/18,
01409.JPG,none,none,none,-37.8341064888333,144.9297533392770,2017/2/18,
01410.JPG,none,none,none,-37.8338897576388,144.9308546005270,2017/2/18,
01411.JPG,none,none,none,-37.8353837526111,144.9232502490550,2017/2/18,
01412.JPG,long,long,long,-37.8351709449166,144.9243504875270,2017/2/18,
01413.JPG,none,none,none,-37.8367403969166,144.9162995451940,2017/2/18,
01414.JPG,long,long,none,-37.8365220849722,144.9174059351380,2017/2/18,
01415.JPG,long,long,long,-37.8349185345833,144.9256678062220,2017/2/18,
01416.JPG,long,long,long,-37.8347008106111,144.9267735518880,2017/2/18,
01417.JPG,none,long,none,-37.8318957176388,144.9411784965550,2017/2/18,
01418.JPG,none,none,none,-37.8316792042222,144.9422804236660,2017/2/18,
01419.JPG,none,none,none,-37.8313405233888,144.9441657075270,2017/2/18,
01420.JPG,none,none,lat,-37.8315304878888,144.9430542568880,2017/2/18,
01421.JPG,none,none,none,-37.8320454288055,144.9404081840000,2017/2/18,
01422.JPG,long,long,none,-37.8358597849166,144.9208224963610,2017/2/18,
01423.JPG,none,none,none,-37.8322606021944,144.9393068743880,2017/2/18,
01424.JPG,long,long,long,-37.8356462365833,144.9219249193050,2017/2/18,
01425.JPG,none,none,none,-37.8333924184166,144.9335971486380,2017/2/18,
01426.JPG,none,none,none,-37.8336036511111,144.9324920061380,2017/2/18,
01427.JPG,none,none,none,-37.8369118831111,144.9154237067220,2017/2/18,
01428.JPG,long,long,long,-37.8351921213888,144.9242408611110,2017/2/18,
01429.JPG,lat,none,lat,-37.8354056113611,144.9231399224990,2017/2/18,
01430.JPG,none,none,none,-37.8338688486666,144.9309641426110,2017/2/18,
01431.JPG,none,none,none,-37.8340830825555,144.9298644560000,2017/2/18,
01432.JPG,none,croc,none,-37.8316582139722,144.9423906636660,2017/2/18,
01433.JPG,none,none,croc,-37.8318737946111,144.9412885064720,2017/2/18,
01434.JPG,none,long,long,-37.8347236618055,144.9266620352500,2017/2/18,
01435.JPG,none,none,none,-37.8349397490555,144.9255578033610,2017/2/18,
01436.JPG,none,none,none,-37.8365005072222,144.9175163644160,2017/2/18,
01437.JPG,long,none,long,-37.8367184328333,144.9164098545270,2017/2/18,
01438.JPG,long,none,none,-37.8342470604166,144.9290858612500,2017/2/18,
01439.JPG,none,none,none,-37.8344674714722,144.9279826553880,2017/2/18,
01440.JPG,none,none,none,-37.8324528469444,144.9383175560000,2017/2/18,
01441.JPG,none,none,long,-37.8354945689166,144.9226969302220,2017/2/18,
01442.JPG,none,none,none,-37.8322389113055,144.9394176440270,2017/2/18,
01443.JPG,long,long,long,-37.8357101032500,144.9215940777500,2017/2/18,
01444.JPG,none,none,none,-37.8360111419444,144.9200498100550,2017/2/18,
01445.JPG,none,none,none,-37.8362264006388,144.9189481624440,2017/2/18,
01446.JPG,none,none,none,-37.8329814015833,144.9355687320830,2017/2/18,
01447.JPG,none,none,none,-37.8331918605000,144.9344690685550,2017/2/18,
01448.JPG,long,long,long,-37.8365657505277,144.9171854544160,2017/2/18,
01449.JPG,none,none,lat,-37.8363525674166,144.9182891398050,2017/2/18,
01450.JPG,none,none,none,-37.8325996357500,144.9375487954720,2017/2/18,
01451.JPG,none,none,none,-37.8328113801944,144.9364483576940,2017/2/18,
01452.JPG,none,none,none,-37.8361198434166,144.9194987511380,2017/2/18,
01453.JPG,long,none,none,-37.8359027334722,144.9206016611940,2017/2/18,
01454.JPG,none,none,none,-37.8331296107500,144.9347962641660,2017/2/18,
01455.JPG,none,none,none,-37.8348125277777,144.9262163601380,2017/2/18,
01456.JPG,none,none,none,-37.8329170666111,144.9358996335830,2017/2/18,
01457.JPG,none,none,none,-37.8350252600555,144.9251179528880,2017/2/18,
01458.JPG,none,none,none,-37.8364167069444,144.9179581005270,2017/2/18,
01459.JPG,none,none,none,-37.8366319731944,144.9168535197770,2017/2/18,
01460.JPG,none,none,none,-37.8327456903333,144.9367769421380,2017/2/18,
01461.JPG,none,none,none,-37.8325365044166,144.9378779996380,2017/2/18,
01462.JPG,none,none,none,-37.8345275213055,144.9276570770830,2017/2/18,
01463.JPG,none,none,none,-37.8343160063888,144.9287532285270,2017/2/18,
01464.JPG,none,none,none,-37.8357749846944,144.9212629316660,2017/2/18,
01465.JPG,none,lat,long,-37.8355603541944,144.9223657836380,2017/2/18,
01466.JPG,long,long,long,-37.8352978281388,144.9236909582770,2017/2/18,
01467.JPG,none,none,none,-37.8350879856944,144.9247895191380,2017/2/18,
01468.JPG,none,none,long,-37.8340180050555,144.9301953235550,2017/2/18,
01469.JPG,none,none,none,-37.8338084752222,144.9312879640270,2017/2/18,
01470.JPG,none,none,none,-37.8319823486388,144.9407380148610,2017/2/18,
01471.JPG,none,none,none,-37.8317657540555,144.9418396516110,2017/2/18,
01472.JPG,none,none,none,-37.8360979336666,144.9196089048610,2017/2/18,
01473.JPG,none,none,none,-37.8363096057500,144.9185087163330,2017/2/18,
01474.JPG,none,none,none,-37.8330654956111,144.9351266890270,2017/2/18,
01475.JPG,long,none,none,-37.8348329655555,144.9261068881940,2017/2/18,
01476.JPG,none,none,none,-37.8332828449444,144.9340324404720,2017/2/18,
01477.JPG,none,long,none,-37.8346121018055,144.9272169179160,2017/2/18,
01478.JPG,diag,none,none,-37.8323671730555,144.9387578118050,2017/2/18,
01479.JPG,none,none,none,-37.8321538368888,144.9398596536660,2017/2/18,
01480.JPG,none,none,none,-37.8314642994166,144.9433869659440,2017/2/18,
01481.JPG,none,none,none,-37.8312807268333,144.9444940071380,2017/2/18,
01482.JPG,none,none,none,-37.8336965766666,144.9319396481660,2017/2/18,
01483.JPG,none,none,none,-37.8335035860555,144.9330423312770,2017/2/18,
01484.JPG,none,none,none,-37.8368059990555,144.9159703359720,2017/2/18,
01485.JPG,none,none,none,-37.8337893713333,144.9313958411660,2017/2/18,
01486.JPG,none,none,none,-37.8339964711111,144.9303054880000,2017/2/18,
01487.JPG,none,none,none,-37.8351084846111,144.9246795802220,2017/2/18,
01488.JPG,none,long,long,-37.8353189583055,144.9235805478050,2017/2/18,
01489.JPG,long,long,long,-37.8346336360277,144.9271069723880,2017/2/18,
01490.JPG,none,none,none,-37.8333100178611,144.9339242350830,2017/2/18,
01491.JPG,none,long,long,-37.8348542728888,144.9259966380830,2017/2/18,
01492.JPG,none,none,none,-37.8330868538333,144.9350163411110,2017/2/18,
01493.JPG,none,none,none,-37.8317438232500,144.9419500471380,2017/2/18,
01494.JPG,none,none,none,-37.8319610959166,144.9408482083880,2017/2/18,
01495.JPG,none,none,none,-37.8362884535277,144.9186184256110,2017/2/18,
01496.JPG,none,none,none,-37.8360759922777,144.9197189902770,2017/2/18,
01497.JPG,none,none,none,-37.8321324457777,144.9399697960830,2017/2/18,
01498.JPG,none,none,none,-37.8323461843611,144.9388661632770,2017/2/18,
01499.JPG,none,none,none,-37.8314432401388,144.9434981455000,2017/2/18,
01500.JPG,none,none,none,-37.8368276025000,144.9158613543050,2017/2/18,
01501.JPG,RAIl,RAIl,none,-37.8334785314166,144.9331545827490,2017/2/18,
01502.JPG,none,none,none,-37.8336769581666,144.9320493843050,2017/2/18,
01503.JPG,long,none,none,-37.8366538191944,144.9167423474160,2017/2/18,
01504.JPG,none,none,none,-37.8364377453611,144.9178478007220,2017/2/18,
01505.JPG,none,none,none,-37.8350039361944,144.9252277483050,2017/2/18,
01506.JPG,none,none,none,-37.8328956965833,144.9360098450000,2017/2/18,
01507.JPG,none,none,none,-37.8347915185000,144.9263266354440,2017/2/18,
01508.JPG,none,none,none,-37.8331082735277,144.9349061048610,2017/2/18,
01509.JPG,none,lat,none,-37.8359244766666,144.9204912850550,2017/2/18,
01510.JPG,none,none,none,-37.8361414826388,144.9193886252490,2017/2/18,
01511.JPG,none,none,none,-37.8325158430555,144.9379877959720,2017/2/18,
01512.JPG,none,none,none,-37.8327250178055,144.9368871166380,2017/2/18,
01513.JPG,none,none,lat,-37.8343379956944,144.9286427856380,2017/2/18,
01514.JPG,none,none,lat,-37.8345487800555,144.9275470749160,2017/2/18,
01515.JPG,none,none,none,-37.8355818339444,144.9222554933610,2017/2/18,
01516.JPG,none,none,none,-37.8357965371944,144.9211527598050,2017/2/18,
01517.JPG,none,none,none,-37.8348973571388,144.9257761439720,2017/2/18,
01518.JPG,long,long,long,-37.8346782400000,144.9268849399990,2017/2/18,
01519.JPG,none,none,none,-37.8319177728055,144.9410682935830,2017/2/18,
01520.JPG,none,none,none,-37.8317004276944,144.9421704324440,2017/2/18,
01521.JPG,none,none,none,-37.8339536108888,144.9305258079440,2017/2/18,
01522.JPG,none,none,none,-37.8337523470000,144.9316135461660,2017/2/18,
01523.JPG,long,none,none,-37.8352767187777,144.9238012585000,2017/2/18,
01524.JPG,none,none,none,-37.8326633303333,144.9372180764440,2017/2/18,
01525.JPG,lat,none,lat,-37.8350670485277,144.9248992286940,2017/2/18,
01526.JPG,none,none,none,-37.8328745613888,144.9361201672220,2017/2/18,
01527.JPG,none,none,none,-37.8336396681111,144.9322704595830,2017/2/18,
01528.JPG,none,none,none,-37.8334360400833,144.9333755332220,2017/2/18,
01529.JPG,none,none,none,-37.8367844475833,144.9160796241940,2017/2/18,
01530.JPG,none,none,none,-37.8369893818611,144.9149854288880,2017/2/18,
01531.JPG,none,none,none,-37.8314080483888,144.9437215316660,2017/2/18,
01532.JPG,none,none,long,-37.8323890106111,144.9386476904720,2017/2/18,
01533.JPG,none,none,none,-37.8321749161944,144.9397494073330,2017/2/18,
01534.JPG,none,none,none,-37.8339320925555,144.9306357776110,2017/2/18,
01535.JPG,none,none,croc,-37.8341532234722,144.9295309004160,2017/2/18,
01536.JPG,long,long,long,-37.8352133337777,144.9241312328610,2017/2/18,
01537.JPG,none,none,none,-37.8326838467222,144.9371076755550,2017/2/18,
01538.JPG,lat,diag,none,-37.8354277651666,144.9230291548330,2017/2/18,
01539.JPG,none,none,none,-37.8324740252500,144.9382078445000,2017/2/18,
01540.JPG,none,none,none,-37.8331509571944,144.9346865270550,2017/2/18,
01541.JPG,none,none,none,-37.8329386024166,144.9357894650550,2017/2/18,
01542.JPG,none,none,none,-37.8364793905833,144.9176268663050,2017/2/18,
01543.JPG,none,long,none,-37.8366967847222,144.9165203930550,2017/2/18,
01544.JPG,none,none,none,-37.8361844931944,144.9191683904440,2017/2/18,
01545.JPG,none,none,croc,-37.8359681780555,144.9202705293880,2017/2/18,
01546.JPG,none,none,none,-37.8313914249722,144.9438331873050,2017/2/18,
01547.JPG,none,none,none,-37.8315948687777,144.9427221605550,2017/2/18,
01548.JPG,none,lat,none,-37.8358387524166,144.9209327704720,2017/2/18,
01549.JPG,long,long,croc,-37.8356246397777,144.9220350494720,2017/2/18,
01550.JPG,none,none,none,-37.8345068020000,144.9277650895270,2017/2/18,
01551.JPG,long,long,none,-37.8342935766111,144.9288639794440,2017/2/18,
01552.JPG,none,none,none,-37.8369324480833,144.9153140588610,2017/2/18,
01553.JPG,none,none,none,-37.8324950754444,144.9380978001110,2017/2/18,
01554.JPG,long,croc,long,-37.8354501962500,144.9229181261110,2017/2/18,
01555.JPG,none,none,none,-37.8327044612777,144.9369973205550,2017/2/18,
01556.JPG,long,long,long,-37.8352345836388,144.9240213812770,2017/2/18,
01557.JPG,none,lat,diag,-37.8341300446666,144.9296421593610,2017/2/18,
01558.JPG,none,none,none,-37.8339107745277,144.9307449501110,2017/2/18,
01559.JPG,long,lat,long,-37.8359465015277,144.9203809408050,2017/2/18,
01560.JPG,none,none,none,-37.8361629918611,144.9192785445550,2017/2/18,
01561.JPG,long,long,long,-37.8366753475277,144.9166312030830,2017/2/18,
01562.JPG,none,none,none,-37.8364585399166,144.9177373486940,2017/2/18,
01563.JPG,none,none,none,-37.8329600965833,144.9356792462220,2017/2/18,
01564.JPG,none,none,none,-37.8331715100000,144.9345776734720,2017/2/18,
01565.JPG,none,none,none,-37.8315734705277,144.9428330443330,2017/2/18,
01566.JPG,none,none,none,-37.8313742996111,144.9439442028330,2017/2/18,
01567.JPG,none,long,long,-37.8356032081666,144.9221452440550,2017/2/18,
01568.JPG,long,none,none,-37.8358178099444,144.9210427865830,2017/2/18,
01569.JPG,none,none,none,-37.8369523582777,144.9152046694440,2017/2/18,
01570.JPG,diag,long,long,-37.8342705646666,144.9289749158330,2017/2/18,
01571.JPG,none,none,none,-37.8344870218333,144.9278738808880,2017/2/18,
01572.JPG,none,none,none,-37.8317220385000,144.9420604110270,2017/2/18,
01573.JPG,none,none,none,-37.8319395418055,144.9409583187500,2017/2/18,
01574.JPG,none,long,long,-37.8346558871944,144.9269961584720,2017/2/18,
01575.JPG,long,long,long,-37.8348756774166,144.9258863623880,2017/2/18,
01576.JPG,none,none,none,-37.8328538190555,144.9362286632500,2017/2/18,
01577.JPG,none,lat,lat,-37.8350460880277,144.9250087629720,2017/2/18,
01578.JPG,none,none,none,-37.8326423160555,144.9373283203050,2017/2/18,
01579.JPG,lat,long,long,-37.8352556796388,144.9239113708050,2017/2/18,
01580.JPG,none,none,none,-37.8337708262500,144.9315050146940,2017/2/18,
01581.JPG,none,none,none,-37.8339749621666,144.9304156771660,2017/2/18,
01582.JPG,none,none,none,-37.8369710875555,144.9150942410270,2017/2/18,
01583.JPG,none,none,none,-37.8367627176111,144.9161891903050,2017/2/18,
01584.JPG,none,none,none,-37.8334574753888,144.9332645357500,2017/2/18,
01585.JPG,none,long,none,-37.8336578558333,144.9321597476660,2017/2/18,
01586.JPG,none,none,diag,-37.8314247146111,144.9436095997500,2017/2/18,
01587.JPG,none,none,none,-37.8321956511111,144.9396390416940,2017/2/18,
01588.JPG,none,none,none,-37.8324103060555,144.9385375653050,2017/2/18,
01589.JPG,long,long,none,-37.6837269756388,144.9139295713610,2017/2/22,
01590.JPG,none,none,none,-37.6832550884722,144.9144811540830,2017/2/22,
01591.JPG,none,none,none,-37.6825598221944,144.9151963013330,2017/2/22,
01592.JPG,none,none,none,-37.6826340203888,144.9151319666380,2017/2/22,
01593.JPG,none,none,none,-37.6833230573888,144.9144057968880,2017/2/22,
01594.JPG,croc,croc,croc,-37.6836590095000,144.9140129107770,2017/2/22,
01595.JPG,none,none,none,-37.6834612767777,144.9142556506940,2017/2/22,
01596.JPG,none,none,none,-37.6827772464444,144.9149967954440,2017/2/22,
01597.JPG,none,none,none,-37.6828464928611,144.9149256129720,2017/2/22,
01598.JPG,RAIl,RAIl,none,-37.6838096024166,144.9138659435830,2017/2/22,
01599.JPG,none,none,none,-37.6829150502499,144.9148531033050,2017/2/22,
01600.JPG,none,diag,none,-37.6839051793333,144.9138648887220,2017/2/22,
01601.JPG,none,none,none,-37.6827066118888,144.9150656327220,2017/2/22,
01602.JPG,long,none,none,-37.6833920066111,144.9143306789440,2017/2/22,
01603.JPG,long,none,none,-37.6835952441944,144.9140971922220,2017/2/22,
01604.JPG,long,lat,none,-37.6831875801388,144.9145570431110,2017/2/22,
01605.JPG,none,none,none,-37.6824851039444,144.9152598436940,2017/2/22,
01606.JPG,none,none,none,-37.6835292178888,144.9141777786660,2017/2/22,
01607.JPG,none,none,none,-37.6824102506388,144.9153227952770,2017/2/22,
01608.JPG,none,none,long,-37.6831199135833,144.9146322549440,2017/2/22,
01609.JPG,none,none,none,-37.6829835379166,144.9147800494720,2017/2/22,
01610.JPG,none,none,none,-37.6822609898333,144.9154489518330,2017/2/22,
01611.JPG,none,none,none,-37.6823355053611,144.9153856578880,2017/2/22,
01612.JPG,none,none,none,-37.6830518353333,144.9147064600550,2017/2/22,
01613.JPG,none,none,none,-37.8376580020833,144.9431333051380,2017/2/18,
01614.JPG,none,long,none,-37.8383846082222,144.9424664288330,2017/2/18,
01615.JPG,long,long,lat,-37.8420706981388,144.9390501813880,2017/2/18,
01616.JPG,long,long,long,-37.8428001988888,144.9383601105550,2017/2/18,
01617.JPG,none,none,long,-37.8389676757777,144.9419362471110,2017/2/18,
01618.JPG,none,none,lat,-37.8396917549722,144.9412708921380,2017/2/18,
01619.JPG,none,long,long,-37.8344136039444,144.9477686231940,2017/2/18,
01620.JPG,none,none,none,-37.8341384892500,144.9488481535000,2017/2/18,
01621.JPG,long,long,croc,-37.8348026903055,144.9461401228330,2017/2/18,
01622.JPG,none,lat,lat,-37.8353270217500,144.9452440041110,2017/2/18,
01623.JPG,none,long,none,-37.8378756925277,144.9429327128050,2017/2/18,
01624.JPG,none,long,long,-37.8371313614166,144.9435683758330,2017/2/18,
01625.JPG,none,long,long,-37.8421439251388,144.9389836042220,2017/2/18,
01626.JPG,lat,diag,diag,-37.8414148783055,144.9396492593330,2017/2/18,
01627.JPG,none,diag,none,-37.8402677131388,144.9407360845830,2017/2/18,
01628.JPG,long,long,long,-37.8409854124722,144.9400485676940,2017/2/18,
01629.JPG,none,none,none,-37.8343338066944,144.9480923497500,2017/2/18,
01630.JPG,none,lat,none,-37.8345971941111,144.9470122380550,2017/2/18,
01631.JPG,long,none,none,-37.8357602708055,144.9448414870550,2017/2/18,
01632.JPG,none,none,none,-37.8364903293055,144.9441918848880,2017/2/18,
01633.JPG,none,long,long,-37.8353999075833,144.9451773603880,2017/2/18,
01634.JPG,croc,long,long,-37.8348296834444,144.9460315634160,2017/2/18,
01635.JPG,diag,croc,long,-37.8414877318333,144.9395825691110,2017/2/18,
01636.JPG,long,long,lat,-37.8422170591944,144.9389165729440,2017/2/18,
01637.JPG,croc,none,croc,-37.8370598561111,144.9436370495000,2017/2/18,
01638.JPG,croc,croc,croc,-37.8378030988333,144.9429994090830,2017/2/18,
01639.JPG,long,long,lat,-37.8410590561111,144.9399820670830,2017/2/18,
01640.JPG,diag,long,long,-37.8403411795277,144.9406707803610,2017/2/18,
01641.JPG,none,lat,none,-37.8346247724444,144.9469042457220,2017/2/18,
01642.JPG,none,long,none,-37.8343604764166,144.9479842403610,2017/2/18,
01643.JPG,none,none,lat,-37.8365576014444,144.9441161139720,2017/2/18,
01644.JPG,long,none,none,-37.8358328795277,144.9447755040000,2017/2/18,
01645.JPG,long,long,long,-37.8427283166666,144.9384331682770,2017/2/18,
01646.JPG,lat,long,long,-37.8419974410000,144.9391164751940,2017/2/18,
01647.JPG,none,none,long,-37.8384573409722,144.9423999950000,2017/2/18,
01648.JPG,none,none,none,-37.8377305336388,144.9430663618050,2017/2/18,
01649.JPG,none,none,none,-37.8397637636944,144.9412043362770,2017/2/18,
01650.JPG,long,none,none,-37.8390405213888,144.9418700818330,2017/2/18,
01651.JPG,none,none,none,-37.8341102971666,144.9489556271940,2017/2/18,
01652.JPG,diag,none,none,-37.8343869741944,144.9478763212770,2017/2/18,
01653.JPG,long,long,none,-37.8431923813611,144.9381455608330,2017/2/18,
01654.JPG,none,none,none,-37.8392582278888,144.9416704747770,2017/2/18,
01655.JPG,long,none,long,-37.8385300644444,144.9423332664440,2017/2/18,
01656.JPG,none,long,none,-37.8348974490277,144.9458203242220,2017/2/18,
01657.JPG,long,lat,long,-37.8355440467222,144.9450433225550,2017/2/18,
01658.JPG,lat,none,none,-37.8359846539722,144.9446549425000,2017/2/18,
01659.JPG,long,long,long,-37.8366988527500,144.9439757176110,2017/2/18,
01660.JPG,none,none,none,-37.8343054221111,144.9482006171110,2017/2/18,
01661.JPG,none,lat,none,-37.8345691548888,144.9471200456940,2017/2/18,
01662.JPG,croc,long,croc,-37.8401947180277,144.9408022931660,2017/2/18,
01663.JPG,lat,none,long,-37.8409123092777,144.9401160798880,2017/2/18,
01664.JPG,none,none,none,-37.8391859367222,144.9417372121110,2017/2/18,
01665.JPG,none,lat,none,-37.8399078736944,144.9410715078050,2017/2/18,
01666.JPG,none,none,none,-37.8349413134444,144.9457207247500,2017/2/18,
01667.JPG,lat,none,lat,-37.8346514493888,144.9467956971660,2017/2/18,
01668.JPG,long,long,croc,-37.8418517441944,144.9392495667770,2017/2/18,
01669.JPG,long,long,long,-37.8425824745555,144.9385743712500,2017/2/18,
01670.JPG,lat,none,none,-37.8339606090833,144.9494887568880,2017/2/18,
01671.JPG,long,diag,croc,-37.8375850874722,144.9431993383880,2017/2/18,
01672.JPG,none,none,none,-37.8383118898611,144.9425329205270,2017/2/18,
01673.JPG,diag,none,diag,-37.8430131808611,144.9381326065270,2017/2/18,
01674.JPG,none,none,none,-37.8346787284166,144.9466871792500,2017/2/18,
01675.JPG,none,none,long,-37.8349928733333,144.9456271826660,2017/2/18,
01676.JPG,long,none,none,-37.8398359030555,144.9411380436660,2017/2/18,
01677.JPG,none,RAIl,lat,-37.8391132805555,144.9418037311380,2017/2/18,
01678.JPG,none,none,diag,-37.8339239546666,144.9495921500000,2017/2/18,
01679.JPG,none,lat,none,-37.8382391543611,144.9425996055550,2017/2/18,
01680.JPG,lat,long,lat,-37.8375118640555,144.9432649375550,2017/2/18,
01681.JPG,long,long,lat,-37.8426556278055,144.9385044460000,2017/2/18,
01682.JPG,croc,croc,long,-37.8419244850277,144.9391829338330,2017/2/18,
01683.JPG,croc,croc,none,-37.8431052624444,144.9381020448880,2017/2/18,
01684.JPG,long,lat,none,-37.8354728922777,144.9451109063050,2017/2/18,
01685.JPG,croc,none,none,-37.8348606898333,144.9459244971380,2017/2/18,
01686.JPG,lat,long,none,-37.8386029437777,144.9422667166660,2017/2/18,
01687.JPG,lat,lat,lat,-37.8393302957222,144.9416034146380,2017/2/18,
01688.JPG,none,none,lat,-37.8366273019166,144.9440442257500,2017/2/18,
01689.JPG,lat,none,none,-37.8359081611388,144.9447141203880,2017/2/18,
01690.JPG,none,lat,none,-37.8345418593888,144.9472280355000,2017/2/18,
01691.JPG,none,none,none,-37.8342771065277,144.9483087534160,2017/2/18,
01692.JPG,none,none,none,-37.8408403963611,144.9401856226380,2017/2/18,
01693.JPG,none,diag,croc,-37.8401226375833,144.9408694879720,2017/2/18,
01694.JPG,lat,long,none,-37.8341942137777,144.9486326819720,2017/2/18,
01695.JPG,none,none,none,-37.8344670979166,144.9475534562500,2017/2/18,
01696.JPG,none,long,none,-37.8362813628055,144.9444026536660,2017/2/18,
01697.JPG,long,long,croc,-37.8369885019444,144.9437059946110,2017/2/18,
01698.JPG,long,lat,long,-37.8404868170555,144.9405391925550,2017/2/18,
01699.JPG,long,long,long,-37.8412044070277,144.9398498105550,2017/2/18,
01700.JPG,long,long,diag,-37.8347783668055,144.9462497366380,2017/2/18,
01701.JPG,none,none,none,-37.8352539507222,144.9453120127770,2017/2/18,
