image_name,crack_1,crack_2,crack_3
01061.JPG,none,none,none
01062.JPG,long,long,none
01063.JPG,none,none,none
01064.JPG,none,none,none
01065.JPG,none,none,none
01066.JPG,none,none,none
01067.JPG,long,croc,none
01068.JPG,none,none,lat
01069.JPG,diag,none,none
01070.JPG,none,none,none
01071.JPG,lat,none,lat
01072.JPG,long,long,long
01073.JPG,lat,none,long
01074.JPG,long,none,none
01075.JPG,none,none,none
01076.JPG,none,none,none
01077.JPG,none,none,none
01078.JPG,none,none,none
01079.JPG,long,long,long
01080.JPG,none,none,lat
01081.JPG,long,long,none
01082.JPG,none,none,none
01083.JPG,none,none,none
01084.JPG,none,none,none
01085.JPG,long,long,none
01086.JPG,none,none,none
01087.JPG,none,none,lat
01088.JPG,none,none,none
01089.JPG,none,none,none
01090.JPG,none,none,none
01091.JPG,none,none,none
01092.JPG,none,none,long
01093.JPG,none,none,none
01094.JPG,none,none,none
01095.JPG,none,none,none
01096.JPG,lat,none,none
01097.JPG,none,none,none
01098.JPG,long,long,long
01099.JPG,none,none,none
01100.JPG,none,none,none
01101.JPG,none,none,long
01102.JPG,lat,lat,none
01103.JPG,none,none,none
01104.JPG,none,none,none
01105.JPG,none,none,none
01106.JPG,long,croc,lat
01107.JPG,long,long,long
01108.JPG,none,lat,none
01109.JPG,none,none,none
01110.JPG,none,none,none
01111.JPG,long,long,long
01112.JPG,none,none,none
01113.JPG,none,none,none
01114.JPG,none,none,none
01115.JPG,long,none,none
01116.JPG,none,none,none
01117.JPG,none,none,none
01118.JPG,lat,none,none
01119.JPG,long,long,long
01120.JPG,lat,none,none
01121.JPG,none,none,none
01122.JPG,none,none,none
01123.JPG,long,long,long
01124.JPG,none,none,none
01125.JPG,none,none,none
01126.JPG,none,none,none
01127.JPG,none,none,none
01128.JPG,none,none,none
01129.JPG,none,none,none
01130.JPG,none,none,none
01131.JPG,none,none,none
01132.JPG,none,none,none
01133.JPG,none,long,long
01134.JPG,long,long,long
01135.JPG,none,none,none
01136.JPG,long,long,long
01137.JPG,none,none,none
01138.JPG,none,none,none
01139.JPG,none,none,none
01140.JPG,none,none,none
01141.JPG,none,none,none
01142.JPG,none,none,none
01143.JPG,none,none,none
01144.JPG,none,none,none
01145.JPG,none,none,none
01146.JPG,none,none,none
01147.JPG,none,none,none
01148.JPG,none,none,long
01149.JPG,none,none,none
01150.JPG,none,none,none
01151.JPG,none,none,none
01152.JPG,long,none,none
01153.JPG,none,none,none
01154.JPG,none,none,none
01155.JPG,none,none,none
01156.JPG,none,none,none
01157.JPG,none,none,none
01158.JPG,none,none,none
01159.JPG,lat,long,none
01160.JPG,long,long,long
01161.JPG,none,none,none
01162.JPG,none,none,none
01163.JPG,long,long,long
01164.JPG,none,none,none
01165.JPG,none,none,none
01166.JPG,none,none,none
01167.JPG,none,long,none
01168.JPG,none,none,none
01169.JPG,none,none,none
01170.JPG,none,none,none
01171.JPG,none,long,long
01172.JPG,none,none,none
01173.JPG,none,none,none
01174.JPG,none,none,none
01175.JPG,none,none,none
01176.JPG,none,none,none
01177.JPG,none,none,none
01178.JPG,none,none,none
01179.JPG,none,RAIl,none
01180.JPG,none,none,long
01181.JPG,none,none,none
01182.JPG,none,none,none
01183.JPG,long,long,none
01184.JPG,long,none,long
01185.JPG,RAIl,none,none
01186.JPG,long,none,long
01187.JPG,none,RAIl,none
01188.JPG,none,none,long
01189.JPG,none,none,none
01190.JPG,none,none,none
01191.JPG,none,none,none
01192.JPG,long,long,long
01193.JPG,none,long,none
01194.JPG,none,none,none
01195.JPG,none,long,long
01196.JPG,none,none,none
01197.JPG,none,none,none
01198.JPG,lat,long,long
01199.JPG,long,none,none
01200.JPG,none,none,none
01201.JPG,none,none,none
01202.JPG,none,none,none
01203.JPG,none,none,none
01204.JPG,none,none,none
01205.JPG,none,none,none
01206.JPG,diag,none,long
01207.JPG,none,none,none
01208.JPG,none,none,none
01209.JPG,long,long,long
01210.JPG,long,long,long
01211.JPG,none,long,none
01212.JPG,none,none,none
01213.JPG,none,none,none
01214.JPG,none,none,none
01215.JPG,none,none,none
01216.JPG,none,none,none
01217.JPG,none,none,none
01218.JPG,none,none,none
01219.JPG,none,none,none
01220.JPG,long,long,long
01221.JPG,none,none,lat
01222.JPG,none,none,none
01223.JPG,long,long,none
01224.JPG,none,long,long
01225.JPG,none,none,none
01226.JPG,none,none,none
01227.JPG,none,none,none
01228.JPG,long,none,none
01229.JPG,long,none,none
01230.JPG,long,none,long
01231.JPG,RAIl,none,none
01232.JPG,none,long,none
01233.JPG,long,long,long
01234.JPG,none,none,none
01235.JPG,none,none,none
01236.JPG,none,none,none
01237.JPG,none,none,none
01238.JPG,none,none,none
01239.JPG,none,none,none
01240.JPG,none,none,none
01241.JPG,none,none,none
01242.JPG,long,long,long
01243.JPG,none,none,long
01244.JPG,none,none,none
01245.JPG,long,none,long
01246.JPG,none,none,none
01247.JPG,none,none,none
01248.JPG,none,none,none
01249.JPG,none,none,none
01250.JPG,none,none,none
01251.JPG,none,none,none
01252.JPG,long,none,lat
01253.JPG,none,none,none
01254.JPG,none,none,none
01255.JPG,long,long,none
01256.JPG,none,none,none
01257.JPG,lat,none,long
01258.JPG,long,long,long
01259.JPG,none,none,none
01260.JPG,none,none,none
01261.JPG,none,none,none
01262.JPG,long,long,long
01263.JPG,none,none,none
01264.JPG,none,none,none
01265.JPG,none,none,none
01266.JPG,none,none,none
01267.JPG,none,none,none
01268.JPG,none,none,none
01269.JPG,none,long,long
01270.JPG,long,long,none
01271.JPG,none,none,none
01272.JPG,none,none,none
01273.JPG,none,none,long
01274.JPG,none,none,none
01275.JPG,none,none,none
01276.JPG,none,none,none
01277.JPG,none,none,none
01278.JPG,long,none,none
01279.JPG,none,RAIl,none
01280.JPG,none,none,none
01281.JPG,none,none,none
01282.JPG,none,none,none
01283.JPG,none,none,none
01284.JPG,none,long,none
01285.JPG,none,none,long
01286.JPG,none,none,none
01287.JPG,none,none,none
01288.JPG,none,none,none
01289.JPG,none,none,long
01290.JPG,none,none,RAIl
01291.JPG,lat,none,none
01292.JPG,long,long,long
01293.JPG,long,long,long
01294.JPG,long,long,long
01295.JPG,long,long,none
01296.JPG,none,lat,long
01297.JPG,long,long,long
01298.JPG,long,long,long
01299.JPG,long,long,long
01300.JPG,long,lat,lat
01301.JPG,none,none,long
01302.JPG,long,long,long
01303.JPG,long,long,long
01304.JPG,long,long,long
01305.JPG,long,long,long
01306.JPG,long,none,long
01307.JPG,long,croc,long
01308.JPG,long,lat,lat
01309.JPG,croc,long,long
01310.JPG,long,long,long
01311.JPG,long,long,long
01312.JPG,lat,none,diag
01313.JPG,long,lat,lat
01314.JPG,long,long,croc
01315.JPG,long,long,long
01316.JPG,long,lat,long
01317.JPG,long,long,long
01318.JPG,long,long,long
01319.JPG,long,croc,croc
01320.JPG,none,none,none
01321.JPG,none,diag,none
01322.JPG,none,none,none
01323.JPG,none,none,none
01324.JPG,none,none,none
01325.JPG,none,none,none
01326.JPG,none,none,none
01327.JPG,none,none,none
01328.JPG,none,none,none
01329.JPG,none,none,none
01330.JPG,none,none,none
01331.JPG,none,none,long
01332.JPG,none,none,none
01333.JPG,none,long,long
01334.JPG,long,long,lat
01335.JPG,none,none,none
01336.JPG,none,none,none
01337.JPG,lat,long,long
01338.JPG,lat,long,long
01339.JPG,diag,none,none
01340.JPG,none,none,none
01341.JPG,none,none,none
01342.JPG,long,none,none
01343.JPG,none,none,none
01344.JPG,none,none,none
01345.JPG,none,long,none
01346.JPG,none,none,none
01347.JPG,none,none,none
01348.JPG,none,none,none
01349.JPG,none,none,none
01350.JPG,none,none,none
01351.JPG,none,none,none
01352.JPG,none,none,none
01353.JPG,long,long,lat
01354.JPG,lat,long,lat
01355.JPG,none,none,none
01356.JPG,none,none,none
01357.JPG,none,none,none
01358.JPG,none,none,none
01359.JPG,none,none,none
01360.JPG,none,none,none
01361.JPG,none,none,none
01362.JPG,none,none,none
01363.JPG,none,long,long
01364.JPG,none,none,none
01365.JPG,none,none,none
01366.JPG,none,none,none
01367.JPG,none,none,none
01368.JPG,none,none,none
01369.JPG,none,none,none
01370.JPG,none,none,none
01371.JPG,none,none,none
01372.JPG,none,none,none
01373.JPG,none,none,none
01374.JPG,none,none,none
01375.JPG,none,none,none
01376.JPG,none,none,none
01377.JPG,none,none,none
01378.JPG,none,long,none
01379.JPG,long,none,none
01380.JPG,none,none,none
01381.JPG,none,long,croc
01382.JPG,none,none,none
01383.JPG,none,none,none
01384.JPG,lat,none,none
01385.JPG,none,long,long
01386.JPG,none,none,none
01387.JPG,none,none,none
01388.JPG,long,none,long
01389.JPG,none,none,none
01390.JPG,none,lat,long
01391.JPG,none,none,none
01392.JPG,none,none,none
01393.JPG,long,long,long
01394.JPG,none,none,none
01395.JPG,none,none,none
01396.JPG,none,none,none
01397.JPG,none,none,none
01398.JPG,none,none,none
01399.JPG,none,none,lat
01400.JPG,none,none,none
01401.JPG,none,none,none
01402.JPG,long,none,none
01403.JPG,none,none,none
01404.JPG,long,long,long
01405.JPG,none,none,none
01406.JPG,none,none,none
01407.JPG,none,none,none
01408.JPG,none,none,none
01409.JPG,none,none,none
01410.JPG,none,none,none
01411.JPG,none,none,none
01412.JPG,long,long,long
01413.JPG,none,none,none
01414.JPG,long,long,none
01415.JPG,long,long,long
01416.JPG,long,long,long
01417.JPG,none,long,none
01418.JPG,none,none,none
01419.JPG,none,none,none
01420.JPG,none,none,lat
01421.JPG,none,none,none
01422.JPG,long,long,none
01423.JPG,none,none,none
01424.JPG,long,long,long
01425.JPG,none,none,none
01426.JPG,none,none,none
01427.JPG,none,none,none
01428.JPG,long,long,long
01429.JPG,lat,none,lat
01430.JPG,none,none,none
01431.JPG,none,none,none
01432.JPG,none,croc,none
01433.JPG,none,none,croc
01434.JPG,none,long,long
01435.JPG,none,none,none
01436.JPG,none,none,none
01437.JPG,long,none,long
01438.JPG,long,none,none
01439.JPG,none,none,none
01440.JPG,none,none,none
01441.JPG,none,none,long
01442.JPG,none,none,none
01443.JPG,long,long,long
01444.JPG,none,none,none
01445.JPG,none,none,none
01446.JPG,none,none,none
01447.JPG,none,none,none
01448.JPG,long,long,long
01449.JPG,none,none,lat
01450.JPG,none,none,none
01451.JPG,none,none,none
01452.JPG,none,none,none
01453.JPG,long,none,none
01454.JPG,none,none,none
01455.JPG,none,none,none
01456.JPG,none,none,none
01457.JPG,none,none,none
01458.JPG,none,none,none
01459.JPG,none,none,none
01460.JPG,none,none,none
01461.JPG,none,none,none
01462.JPG,none,none,none
01463.JPG,none,none,none
01464.JPG,none,none,none
01465.JPG,none,lat,long
01466.JPG,long,long,long
01467.JPG,none,none,none
01468.JPG,none,none,long
01469.JPG,none,none,none
01470.JPG,none,none,none
01471.JPG,none,none,none
01472.JPG,none,none,none
01473.JPG,none,none,none
01474.JPG,none,none,none
01475.JPG,long,none,none
01476.JPG,none,none,none
01477.JPG,none,long,none
01478.JPG,diag,none,none
01479.JPG,none,none,none
01480.JPG,none,none,none
01481.JPG,none,none,none
01482.JPG,none,none,none
01483.JPG,none,none,none
01484.JPG,none,none,none
01485.JPG,none,none,none
01486.JPG,none,none,none
01487.JPG,none,none,none
01488.JPG,none,long,long
01489.JPG,long,long,long
01490.JPG,none,none,none
01491.JPG,none,long,long
01492.JPG,none,none,none
01493.JPG,none,none,none
01494.JPG,none,none,none
01495.JPG,none,none,none
01496.JPG,none,none,none
01497.JPG,none,none,none
01498.JPG,none,none,none
01499.JPG,none,none,none
01500.JPG,none,none,none
