image_name,crack_1,crack_2,crack_3
02553.JPG,none,long,none
02554.JPG,none,long,none
02555.JPG,long,long,none
02556.JPG,none,long,none
02557.JPG,none,long,long
02558.JPG,none,none,none
02559.JPG,none,none,long
02560.JPG,diag,none,none
02561.JPG,long,long,long
02562.JPG,none,none,none
02563.JPG,none,none,none
02564.JPG,none,none,none
02565.JPG,none,none,none
02566.JPG,none,none,none
02567.JPG,none,none,none
02568.JPG,none,none,none
02569.JPG,none,none,none
02570.JPG,long,long,long
02571.JPG,none,none,none
02572.JPG,none,none,none
02573.JPG,none,none,none
02574.JPG,none,none,none
02575.JPG,none,none,long
02576.JPG,none,none,none
02577.JPG,none,diag,none
02578.JPG,none,none,none
02579.JPG,none,none,none
02580.JPG,long,long,long
02581.JPG,long,long,long
02582.JPG,none,none,none
02583.JPG,long,long,none
02584.JPG,none,none,none
02585.JPG,long,none,diag
02586.JPG,none,none,diag
02587.JPG,none,none,none
02588.JPG,none,none,none
02589.JPG,none,none,none
02590.JPG,none,none,none
02591.JPG,none,none,none
02592.JPG,long,none,lat
02593.JPG,none,none,none
02594.JPG,long,none,none
02595.JPG,none,none,lat
02596.JPG,lat,none,none
02597.JPG,none,none,none
02598.JPG,none,none,none
02599.JPG,none,none,none
02600.JPG,none,none,none
02601.JPG,none,none,none
02602.JPG,lat,none,croc
02603.JPG,none,none,none
02604.JPG,long,long,none
02605.JPG,none,none,none
02606.JPG,none,none,none
02607.JPG,none,none,none
02608.JPG,none,none,none
02609.JPG,none,none,none
02610.JPG,none,none,none
02611.JPG,none,none,none
02612.JPG,none,none,none
02613.JPG,none,none,none
02614.JPG,none,none,none
02615.JPG,none,none,none
02616.JPG,none,none,none
02617.JPG,none,none,none
02618.JPG,none,none,none
02619.JPG,none,none,none
02620.JPG,none,none,none
02621.JPG,long,diag,none
02622.JPG,none,none,none
02623.JPG,none,none,none
02624.JPG,none,none,none
02625.JPG,lat,none,none
02626.JPG,none,none,none
02627.JPG,none,none,none
02628.JPG,none,none,none
02629.JPG,long,long,long
02630.JPG,none,none,none
02631.JPG,none,none,none
02632.JPG,none,none,none
02633.JPG,none,none,none
02634.JPG,none,none,none
02635.JPG,none,none,none
02636.JPG,none,none,none
02637.JPG,none,none,none
02638.JPG,none,none,none
02639.JPG,none,none,none
02640.JPG,none,none,none
02641.JPG,none,none,none
02642.JPG,none,none,long
02643.JPG,none,none,none
02644.JPG,none,none,none
02645.JPG,none,none,none
02646.JPG,none,none,none
02647.JPG,none,none,none
02648.JPG,none,none,none
02649.JPG,lat,none,long
02650.JPG,none,none,none
02651.JPG,none,none,none
02652.JPG,none,none,none
02653.JPG,none,none,none
02654.JPG,none,none,croc
02655.JPG,none,none,none
02656.JPG,none,none,none
02657.JPG,none,none,none
02658.JPG,none,none,none
02659.JPG,none,none,none
02660.JPG,none,none,none
02661.JPG,none,none,none
02662.JPG,none,none,lat
02663.JPG,none,none,none
02664.JPG,none,none,none
02665.JPG,none,none,none
02666.JPG,none,none,none
02667.JPG,none,none,none
02668.JPG,none,none,none
02669.JPG,none,none,none
02670.JPG,none,none,none
02671.JPG,none,none,none
02672.JPG,none,none,none
02673.JPG,none,none,none
02674.JPG,none,none,none
02675.JPG,none,none,none
02676.JPG,none,none,none
02677.JPG,none,none,none
02678.JPG,none,none,none
02679.JPG,none,none,diag
02680.JPG,none,none,none
02681.JPG,none,none,diag
02682.JPG,none,croc,none
02683.JPG,none,none,none
02684.JPG,none,none,none
02685.JPG,none,lat,none
02686.JPG,none,long,none
02687.JPG,none,none,none
02688.JPG,none,none,diag
02689.JPG,none,none,none
02690.JPG,none,none,croc
02691.JPG,none,none,none
02692.JPG,diag,none,none
02693.JPG,none,none,none
02694.JPG,none,none,none
02695.JPG,none,none,none
02696.JPG,diag,diag,long
02697.JPG,none,none,none
02698.JPG,none,none,none
02699.JPG,diag,none,none
02700.JPG,none,none,none
02701.JPG,none,none,none
02702.JPG,none,none,none
02703.JPG,none,none,none
02704.JPG,none,none,none
02705.JPG,none,none,none
02706.JPG,long,long,long
02707.JPG,none,none,none
02708.JPG,lat,none,none
02709.JPG,none,lat,none
02710.JPG,none,none,none
02711.JPG,diag,none,none
02712.JPG,none,none,none
02713.JPG,none,none,none
02714.JPG,none,none,none
02715.JPG,none,none,none
02716.JPG,none,none,none
02717.JPG,none,none,none
02718.JPG,none,none,none
02719.JPG,none,none,none
02720.JPG,none,none,none
02721.JPG,RAIl,RAIl,RAIl
02722.JPG,none,none,none
02723.JPG,none,none,none
02724.JPG,none,none,none
02725.JPG,none,none,none
02726.JPG,none,none,none
02727.JPG,none,none,none
02728.JPG,none,none,none
02729.JPG,none,none,none
02730.JPG,none,none,none
02731.JPG,none,none,none
02732.JPG,none,none,none
02733.JPG,none,none,none
02734.JPG,none,none,none
02735.JPG,long,croc,croc
02736.JPG,none,none,none
02737.JPG,none,croc,croc
02738.JPG,none,long,none
02739.JPG,long,long,long
02740.JPG,none,none,none
02741.JPG,none,none,none
02742.JPG,none,none,none
02743.JPG,none,none,none
02744.JPG,none,none,none
02745.JPG,none,none,none
02746.JPG,none,none,none
02747.JPG,none,none,none
02748.JPG,none,none,none
02749.JPG,long,none,none
02750.JPG,none,none,none
02751.JPG,none,none,none
02752.JPG,none,long,none
02753.JPG,none,none,none
02754.JPG,none,none,none
02755.JPG,RAIl,RAIl,RAIl
02756.JPG,none,none,none
02757.JPG,none,lat,none
02758.JPG,none,none,none
02759.JPG,none,none,none
02760.JPG,none,none,none
02761.JPG,none,none,none
02762.JPG,none,none,none
02763.JPG,long,none,none
02764.JPG,none,none,none
02765.JPG,RAIl,RAIl,RAIl
02766.JPG,none,none,none
02767.JPG,none,none,none
02768.JPG,none,none,none
02769.JPG,none,none,none
02770.JPG,none,none,none
02771.JPG,croc,croc,none
02772.JPG,none,none,none
02773.JPG,none,none,none
02774.JPG,none,none,none
02775.JPG,lat,long,lat
02776.JPG,none,none,none
02777.JPG,none,none,none
02778.JPG,none,none,none
02779.JPG,none,none,none
02780.JPG,none,none,none
02781.JPG,croc,none,long
02782.JPG,none,none,none
02783.JPG,none,none,none
02784.JPG,none,croc,croc
02785.JPG,none,none,none
02786.JPG,none,none,none
02787.JPG,none,none,none
02788.JPG,none,none,none
02789.JPG,none,long,croc
02790.JPG,none,none,none
02791.JPG,none,none,none
02792.JPG,none,none,none
02793.JPG,none,none,none
02794.JPG,none,none,none
02795.JPG,none,none,none
02796.JPG,none,none,none
02797.JPG,none,none,none
02798.JPG,none,none,none
02799.JPG,none,none,none
02800.JPG,lat,none,none
02801.JPG,none,none,none
02802.JPG,none,none,none
02803.JPG,none,none,none
02804.JPG,croc,croc,long
02805.JPG,none,none,none
02806.JPG,none,none,none
02807.JPG,none,none,none
02808.JPG,none,none,long
02809.JPG,none,none,none
02810.JPG,none,none,none
02811.JPG,none,none,none
02812.JPG,long,none,none
02813.JPG,none,none,none
02814.JPG,none,none,none
02815.JPG,none,none,none
02816.JPG,croc,croc,none
02817.JPG,none,none,none
02818.JPG,none,none,none
02819.JPG,croc,croc,croc
02820.JPG,RAIl,RAIl,RAIl
02821.JPG,none,none,none
02822.JPG,none,none,none
02823.JPG,none,none,none
02824.JPG,none,none,none
02825.JPG,none,none,none
02826.JPG,croc,none,none
02827.JPG,none,none,none
02828.JPG,none,none,long
02829.JPG,none,none,none
02830.JPG,none,none,none
02831.JPG,none,none,none
02832.JPG,none,none,none
02833.JPG,none,RAIl,RAIl
02834.JPG,none,none,none
02835.JPG,long,long,long
02836.JPG,none,none,RAIl
02837.JPG,none,none,none
02838.JPG,RAIl,none,none
02839.JPG,none,none,none
02840.JPG,none,none,none
02841.JPG,none,long,none
02842.JPG,none,none,none
02843.JPG,none,none,none
02844.JPG,none,none,none
02845.JPG,none,none,none
02846.JPG,none,none,none
02847.JPG,none,long,none
02848.JPG,none,none,none
02849.JPG,RAIl,RAIl,RAIl
02850.JPG,none,none,none
02851.JPG,RAIl,RAIl,RAIl
02852.JPG,none,none,long
02853.JPG,none,none,none
02854.JPG,none,none,none
02855.JPG,none,none,none
02856.JPG,none,none,none
02857.JPG,none,none,none
02858.JPG,none,none,none
02859.JPG,none,none,none
02860.JPG,none,none,none
02861.JPG,diag,none,diag
02862.JPG,none,none,none
02863.JPG,long,long,long
02864.JPG,none,none,none
02865.JPG,none,none,none
02866.JPG,croc,croc,none
02867.JPG,RAIl,RAIl,RAIl
02868.JPG,none,none,none
02869.JPG,none,none,none
02870.JPG,RAIl,RAIl,RAIl
02871.JPG,none,none,none
02872.JPG,croc,none,none
02873.JPG,long,long,croc
02874.JPG,none,none,none
02875.JPG,long,none,none
02876.JPG,none,none,none
02877.JPG,none,long,croc
02878.JPG,none,none,none
02879.JPG,none,none,none
02880.JPG,none,none,none
02881.JPG,croc,croc,croc
02882.JPG,none,none,none
02883.JPG,none,none,none
02884.JPG,none,none,none
02885.JPG,none,none,none
02886.JPG,none,none,none
02887.JPG,none,none,none
02888.JPG,croc,croc,croc
02889.JPG,none,none,none
02890.JPG,croc,croc,croc
02891.JPG,none,none,none
02892.JPG,diag,none,none
02893.JPG,none,none,none
02894.JPG,none,none,none
02895.JPG,none,none,none
02896.JPG,RAIl,RAIl,RAIl
02897.JPG,none,none,croc
02898.JPG,none,none,none
02899.JPG,none,none,none
02900.JPG,none,none,none
02901.JPG,none,croc,none
02902.JPG,none,none,none
02903.JPG,none,none,none
02904.JPG,none,none,none
02905.JPG,none,none,none
02906.JPG,none,none,none
02907.JPG,none,none,none
02908.JPG,none,none,none
02909.JPG,none,none,none
02910.JPG,none,none,none
02911.JPG,none,none,none
02912.JPG,long,long,long
02913.JPG,none,none,none
02914.JPG,none,none,none
02915.JPG,none,none,none
02916.JPG,none,none,none
02917.JPG,none,none,none
02918.JPG,none,none,none
02919.JPG,none,none,none
02920.JPG,none,none,none
02921.JPG,none,none,none
02922.JPG,none,none,none
02923.JPG,none,none,none
02924.JPG,none,none,none
02925.JPG,none,none,none
02926.JPG,none,none,none
02927.JPG,none,none,none
02928.JPG,none,none,none
02929.JPG,croc,croc,none
02930.JPG,none,none,none
02931.JPG,none,none,none
02932.JPG,none,none,none
02933.JPG,none,none,none
02934.JPG,none,none,none
02935.JPG,none,none,none
02936.JPG,long,long,RAIl
02937.JPG,none,none,none
02938.JPG,RAIl,RAIl,RAIl
02939.JPG,none,none,none
02940.JPG,RAIl,RAIl,RAIl
02941.JPG,none,none,none
02942.JPG,none,none,none
02943.JPG,none,none,none
02944.JPG,none,none,none
02945.JPG,none,none,none
02946.JPG,none,none,none
02947.JPG,none,none,none
02948.JPG,none,none,none
02949.JPG,none,none,none
02950.JPG,none,none,none
02951.JPG,none,none,none
02952.JPG,none,none,none
02953.JPG,none,none,none
02954.JPG,RAIl,RAIl,RAIl
02955.JPG,croc,none,RAIl
02956.JPG,none,none,none
02957.JPG,none,none,none
02958.JPG,none,none,none
02959.JPG,RAIl,RAIl,RAIl
02960.JPG,none,RAIl,none
02961.JPG,none,none,none
02962.JPG,none,none,none
02963.JPG,none,none,none
02964.JPG,none,none,lat
02965.JPG,RAIl,RAIl,RAIl
02966.JPG,none,none,long
02967.JPG,none,long,none
02968.JPG,croc,croc,croc
02969.JPG,none,none,none
02970.JPG,none,none,none
02971.JPG,none,none,none
02972.JPG,none,none,none
02973.JPG,none,none,none
02974.JPG,none,RAIl,RAIl
02975.JPG,RAIl,RAIl,RAIl
02976.JPG,none,none,none
02977.JPG,none,none,none
02978.JPG,RAIl,RAIl,RAIl
02979.JPG,none,none,croc
02980.JPG,none,none,none
02981.JPG,none,none,none
02982.JPG,none,long,long
02983.JPG,none,none,none
02984.JPG,long,long,diag
02985.JPG,none,none,none
02986.JPG,long,croc,croc
02987.JPG,none,none,none
02988.JPG,none,none,none
02989.JPG,none,none,none
02990.JPG,long,none,long
02991.JPG,none,none,croc
02992.JPG,none,none,none
02993.JPG,none,none,none
02994.JPG,none,none,none
02995.JPG,none,none,none
02996.JPG,none,none,none
02997.JPG,none,none,long
02998.JPG,none,none,none
02999.JPG,none,none,none
03000.JPG,none,none,none
